project_id,project_name,district,state,latitude,longitude,land_area_acres,comp_offered_lakhs,comp_demanded_lakhs,litigation_cases,title_dispute_count,comp_disbursal_delay_months,public_objections_count,slao_officer_vacant,forest_clearance_status,env_clearance_status,delay_risk_label,source_portal
PRJ_MST_1364,Urban Transit Corridor Project #364 (Maharashtra),Central Division,MAHARASHTRA,20.1977,74.1815,269.09,2298.74,3112.77,4,3,17,4,0,APPROVED,PENDING,68.33,dataset nhidcl.csv
PRJ_MST_1365,Industrial Zone Project #365 (Maharashtra),Central Division,MAHARASHTRA,19.7606,74.1682,74.17,863.22,1166.26,4,6,17,70,1,REJECTED,REJECTED,95.0,dataset nhidcl.csv
PRJ_MST_1366,Bulk Water Pipeline Project #366 (Maharashtra),Central Division,MAHARASHTRA,19.4936,72.8627,67.38,670.06,872.81,6,1,6,82,0,APPROVED,APPROVED,60.5,dataset nhidcl.csv
PRJ_MST_1367,Highway Project #367 (Maharashtra),Central Division,MAHARASHTRA,19.2554,73.7144,236.32,1972.84,2721.46,6,2,3,56,0,PENDING,REJECTED,87.81,dataset nhidcl.csv
PRJ_MST_1368,Freight Corridor Project #368 (Maharashtra),Central Division,MAHARASHTRA,20.1819,72.9468,343.31,2832.73,4239.7,1,1,25,119,0,PENDING,REJECTED,92.8,dataset nhidcl.csv
PRJ_MST_1369,Power Grid Line Project #369 (Maharashtra),Central Division,MAHARASHTRA,18.9596,73.7009,287.47,1960.22,3250.94,2,2,4,92,0,APPROVED,APPROVED,46.14,dataset nhidcl.csv
PRJ_MST_1370,Urban Transit Corridor Project #370 (Maharashtra),Central Division,MAHARASHTRA,18.9965,74.6135,256.28,2860.36,3483.71,5,3,15,14,0,PENDING,APPROVED,71.44,dataset nhidcl.csv
PRJ_MST_1371,Industrial Zone Project #371 (Maharashtra),Central Division,MAHARASHTRA,20.0112,73.3081,274.01,3128.01,4096.99,5,3,34,98,1,PENDING,APPROVED,95.0,dataset nhidcl.csv
PRJ_MST_1372,Bulk Water Pipeline Project #372 (Maharashtra),Central Division,MAHARASHTRA,20.0542,74.5229,73.76,683.71,878.45,7,0,25,110,0,APPROVED,APPROVED,79.93,dataset nhidcl.csv
PRJ_MST_1373,Highway Project #373 (Maharashtra),Central Division,MAHARASHTRA,18.6413,74.3059,181.29,1888.86,2371.88,2,2,17,100,0,APPROVED,APPROVED,53.42,dataset nhidcl.csv
PRJ_MST_1374,Freight Corridor Project #374 (Maharashtra),Central Division,MAHARASHTRA,18.2183,73.9052,221.68,2395.26,3273.19,2,4,28,118,0,REJECTED,PENDING,95.0,dataset nhidcl.csv
PRJ_MST_1375,Power Grid Line Project #375 (Maharashtra),Central Division,MAHARASHTRA,19.455,75.1761,82.49,947.44,1353.16,5,2,22,75,0,APPROVED,APPROVED,75.24,dataset nhidcl.csv
PRJ_MST_1376,Urban Transit Corridor Project #376 (Maharashtra),Central Division,MAHARASHTRA,18.9,74.7604,37.81,340.5,525.0,7,5,13,29,0,APPROVED,APPROVED,77.05,dataset nhidcl.csv
PRJ_MST_1377,Industrial Zone Project #377 (Maharashtra),Central Division,MAHARASHTRA,18.4325,75.2373,106.31,1236.15,1712.55,2,4,14,19,0,PENDING,PENDING,69.22,dataset nhidcl.csv
PRJ_MST_1378,Bulk Water Pipeline Project #378 (Maharashtra),Central Division,MAHARASHTRA,18.3133,74.4487,312.91,3415.7,5052.55,6,0,32,36,0,APPROVED,APPROVED,77.48,dataset nhidcl.csv
PRJ_MST_1379,Highway Project #379 (Maharashtra),Central Division,MAHARASHTRA,19.8322,74.4439,33.62,226.28,335.46,5,4,24,2,0,APPROVED,PENDING,77.0,dataset nhidcl.csv
PRJ_MST_1380,Freight Corridor Project #380 (Maharashtra),Central Division,MAHARASHTRA,18.4623,75.0813,115.1,1042.77,1337.18,2,2,20,72,1,PENDING,APPROVED,79.33,dataset nhidcl.csv
PRJ_MST_1381,Power Grid Line Project #381 (Maharashtra),Central Division,MAHARASHTRA,18.7525,73.9574,51.01,556.59,827.47,4,3,16,40,0,PENDING,APPROVED,75.34,dataset nhidcl.csv
PRJ_MST_1382,Urban Transit Corridor Project #382 (Maharashtra),Central Division,MAHARASHTRA,20.0739,74.895,244.68,2934.17,4676.16,3,2,22,38,0,APPROVED,PENDING,73.98,dataset nhidcl.csv
PRJ_MST_1383,Industrial Zone Project #383 (Maharashtra),Central Division,MAHARASHTRA,19.9862,75.1572,103.17,829.31,1095.49,1,2,16,25,1,PENDING,PENDING,72.18,dataset nhidcl.csv
PRJ_MST_1384,Bulk Water Pipeline Project #384 (Maharashtra),Central Division,MAHARASHTRA,18.7744,74.1041,183.3,1359.42,1995.41,7,1,13,1,0,APPROVED,REJECTED,82.76,dataset nhidcl.csv
PRJ_MST_1385,Highway Project #385 (Maharashtra),Central Division,MAHARASHTRA,18.2646,74.59,117.62,1155.69,1736.01,1,2,28,22,0,APPROVED,PENDING,67.52,dataset nhidcl.csv
PRJ_MST_1386,Freight Corridor Project #386 (Maharashtra),Central Division,MAHARASHTRA,19.9198,74.3255,310.91,1913.95,3251.23,3,1,19,22,0,PENDING,PENDING,75.45,dataset nhidcl.csv
PRJ_MST_1387,Power Grid Line Project #387 (Maharashtra),Central Division,MAHARASHTRA,18.8047,73.8285,258.09,1664.15,2406.93,6,2,29,84,1,REJECTED,APPROVED,95.0,dataset nhidcl.csv
PRJ_MST_1388,Urban Transit Corridor Project #388 (Maharashtra),Central Division,MAHARASHTRA,19.5787,74.0793,85.18,897.39,1231.17,1,1,18,15,0,APPROVED,APPROVED,35.93,dataset nhidcl.csv
PRJ_MST_1389,Industrial Zone Project #389 (Maharashtra),Central Division,MAHARASHTRA,18.4412,72.9824,224.47,2519.52,3482.71,5,2,12,8,0,PENDING,PENDING,70.78,dataset nhidcl.csv
PRJ_MST_1390,Bulk Water Pipeline Project #390 (Maharashtra),Central Division,MAHARASHTRA,18.2168,75.2403,64.58,714.37,1005.64,7,6,17,12,0,APPROVED,PENDING,91.54,dataset nhidcl.csv
PRJ_MST_1391,Highway Project #391 (Maharashtra),Central Division,MAHARASHTRA,18.7809,73.6868,118.28,1092.01,1345.63,2,4,22,27,0,APPROVED,REJECTED,74.93,dataset nhidcl.csv
PRJ_MST_1392,Freight Corridor Project #392 (Maharashtra),Central Division,MAHARASHTRA,18.4018,73.6253,140.1,1601.79,2447.29,5,0,32,26,0,APPROVED,APPROVED,69.82,dataset nhidcl.csv
PRJ_MST_1393,Power Grid Line Project #393 (Maharashtra),Central Division,MAHARASHTRA,19.5206,75.2066,155.11,1827.66,2563.09,1,2,17,50,0,APPROVED,APPROVED,49.61,dataset nhidcl.csv
PRJ_MST_1394,Urban Transit Corridor Project #394 (Maharashtra),Central Division,MAHARASHTRA,19.3743,73.8784,328.63,3198.2,4477.07,4,5,8,63,0,PENDING,PENDING,82.68,dataset nhidcl.csv
PRJ_MST_1395,Industrial Zone Project #395 (Maharashtra),Central Division,MAHARASHTRA,19.0579,73.1245,36.65,367.97,459.16,0,2,32,51,0,APPROVED,APPROVED,54.66,dataset nhidcl.csv
PRJ_MST_1396,Bulk Water Pipeline Project #396 (Maharashtra),Central Division,MAHARASHTRA,20.1253,74.1093,286.97,3277.68,4362.99,6,3,31,80,0,APPROVED,REJECTED,95.0,dataset nhidcl.csv
PRJ_MST_1397,Highway Project #397 (Maharashtra),Central Division,MAHARASHTRA,18.548,73.2739,226.37,2411.36,3281.96,6,2,16,37,0,PENDING,REJECTED,92.33,dataset nhidcl.csv
PRJ_MST_1398,Freight Corridor Project #398 (Maharashtra),Central Division,MAHARASHTRA,19.7783,73.9839,290.26,3274.55,5508.77,0,1,18,99,0,PENDING,APPROVED,65.0,dataset nhidcl.csv
PRJ_MST_1399,Power Grid Line Project #399 (Maharashtra),Central Division,MAHARASHTRA,19.9709,73.9412,106.54,1022.25,1331.3,7,4,26,64,0,PENDING,PENDING,95.0,dataset nhidcl.csv
PRJ_MST_1400,Urban Transit Corridor Project #400 (Maharashtra),Central Division,MAHARASHTRA,19.4402,73.1543,25.91,206.01,318.93,6,3,5,17,1,APPROVED,PENDING,78.84,dataset nhidcl.csv
PRJ_MST_1401,Industrial Zone Project #401 (Maharashtra),Central Division,MAHARASHTRA,20.0961,75.2258,46.24,386.4,542.01,3,3,34,62,0,PENDING,APPROVED,82.97,dataset nhidcl.csv
PRJ_MST_1402,Bulk Water Pipeline Project #402 (Maharashtra),Central Division,MAHARASHTRA,20.0775,75.2576,46.52,342.37,435.44,3,4,36,50,0,APPROVED,REJECTED,94.22,dataset nhidcl.csv
PRJ_MST_1403,Highway Project #403 (Maharashtra),Central Division,MAHARASHTRA,19.9705,74.7598,75.87,460.2,561.55,7,3,33,8,1,APPROVED,PENDING,95.0,dataset nhidcl.csv
PRJ_MST_1404,Freight Corridor Project #404 (Maharashtra),Central Division,MAHARASHTRA,19.2327,74.366,77.37,470.98,682.58,7,1,19,12,0,PENDING,PENDING,85.85,dataset nhidcl.csv
PRJ_MST_1405,Power Grid Line Project #405 (Maharashtra),Central Division,MAHARASHTRA,20.1454,73.331,248.87,2732.29,4590.01,3,1,24,39,0,APPROVED,APPROVED,59.87,dataset nhidcl.csv
PRJ_MST_1406,Urban Transit Corridor Project #406 (Maharashtra),Central Division,MAHARASHTRA,18.5435,73.8797,241.09,1932.86,2343.69,2,2,3,54,0,APPROVED,REJECTED,56.58,dataset nhidcl.csv
PRJ_MST_1407,Industrial Zone Project #407 (Maharashtra),Central Division,MAHARASHTRA,19.6681,74.5926,30.48,297.17,392.94,7,2,9,108,0,PENDING,APPROVED,86.39,dataset nhidcl.csv
PRJ_MST_1408,Bulk Water Pipeline Project #408 (Maharashtra),Central Division,MAHARASHTRA,18.7951,73.9372,206.07,1926.86,3114.7,2,1,9,78,1,APPROVED,APPROVED,61.07,dataset nhidcl.csv
PRJ_MST_1409,Highway Project #409 (Maharashtra),Central Division,MAHARASHTRA,19.1495,74.9944,326.95,2784.32,3946.74,0,3,23,42,1,PENDING,REJECTED,95.0,dataset nhidcl.csv
PRJ_MST_1410,Freight Corridor Project #410 (Maharashtra),Central Division,MAHARASHTRA,20.0843,74.9081,209.19,1619.19,2067.39,6,0,20,43,0,REJECTED,APPROVED,84.88,dataset nhidcl.csv
PRJ_MST_1411,Power Grid Line Project #411 (Maharashtra),Central Division,MAHARASHTRA,18.4741,74.2566,161.97,1385.18,2239.21,5,4,10,109,0,APPROVED,APPROVED,71.41,dataset nhidcl.csv
PRJ_MST_1412,Urban Transit Corridor Project #412 (Maharashtra),Central Division,MAHARASHTRA,19.604,72.8997,69.44,616.61,787.79,2,4,26,67,0,PENDING,REJECTED,95.0,dataset nhidcl.csv
PRJ_MST_1413,Industrial Zone Project #413 (Maharashtra),Central Division,MAHARASHTRA,19.2991,75.2808,230.21,2582.1,3944.03,7,0,15,32,0,APPROVED,REJECTED,85.19,dataset nhidcl.csv
PRJ_MST_1414,Bulk Water Pipeline Project #414 (Maharashtra),Central Division,MAHARASHTRA,19.7002,75.124,147.73,1107.61,1350.04,4,2,25,23,1,APPROVED,PENDING,86.46,dataset nhidcl.csv
PRJ_MST_1415,Highway Project #415 (Maharashtra),Central Division,MAHARASHTRA,18.4561,74.5072,119.25,778.32,982.53,4,1,29,35,1,APPROVED,PENDING,84.71,dataset nhidcl.csv
PRJ_MST_1416,Freight Corridor Project #416 (Maharashtra),Central Division,MAHARASHTRA,18.8673,74.5871,58.3,693.62,1107.01,7,3,15,114,0,REJECTED,APPROVED,95.0,dataset nhidcl.csv
PRJ_MST_1417,Power Grid Line Project #417 (Maharashtra),Central Division,MAHARASHTRA,18.2862,73.215,119.6,1047.01,1470.75,6,1,6,104,0,PENDING,APPROVED,73.75,dataset nhidcl.csv
PRJ_MST_1418,Urban Transit Corridor Project #418 (Maharashtra),Central Division,MAHARASHTRA,18.3003,74.5158,76.01,793.37,1122.65,7,4,15,9,0,PENDING,APPROVED,87.63,dataset nhidcl.csv
PRJ_MST_1419,Industrial Zone Project #419 (Maharashtra),Central Division,MAHARASHTRA,18.4828,73.6536,134.19,825.5,1250.56,4,5,34,99,0,APPROVED,PENDING,94.98,dataset nhidcl.csv
PRJ_MST_1420,Bulk Water Pipeline Project #420 (Maharashtra),Central Division,MAHARASHTRA,18.4526,72.9799,82.45,821.2,1335.97,5,0,15,19,1,PENDING,PENDING,88.91,dataset nhidcl.csv
PRJ_MST_1421,Highway Project #421 (Maharashtra),Central Division,MAHARASHTRA,19.8743,74.7991,239.33,1539.25,1970.39,4,1,11,104,0,PENDING,PENDING,80.91,dataset nhidcl.csv
PRJ_MST_1422,Freight Corridor Project #422 (Maharashtra),Central Division,MAHARASHTRA,18.1311,74.5611,292.1,2423.09,3973.49,1,3,34,108,1,APPROVED,PENDING,95.0,dataset nhidcl.csv
PRJ_MST_1423,Power Grid Line Project #423 (Maharashtra),Central Division,MAHARASHTRA,20.0497,74.1116,270.02,2429.74,3457.62,5,6,20,107,0,APPROVED,APPROVED,84.68,dataset nhidcl.csv
PRJ_MST_1424,Urban Transit Corridor Project #424 (Maharashtra),Central Division,MAHARASHTRA,18.8907,75.1625,158.43,1302.14,1960.71,4,2,35,74,0,PENDING,APPROVED,90.4,dataset nhidcl.csv
PRJ_MST_1425,Industrial Zone Project #425 (Maharashtra),Central Division,MAHARASHTRA,19.0834,74.9503,100.41,792.24,1013.24,7,2,16,11,0,APPROVED,APPROVED,64.61,dataset nhidcl.csv
PRJ_MST_1426,Bulk Water Pipeline Project #426 (Maharashtra),Central Division,MAHARASHTRA,18.9002,75.0288,207.81,2386.68,3199.95,4,2,31,61,0,APPROVED,PENDING,80.57,dataset nhidcl.csv
PRJ_MST_1427,Highway Project #427 (Maharashtra),Central Division,MAHARASHTRA,19.8232,73.8791,316.39,2416.31,4070.93,7,3,5,17,0,PENDING,APPROVED,79.34,dataset nhidcl.csv
PRJ_MST_1428,Freight Corridor Project #428 (Maharashtra),Central Division,MAHARASHTRA,18.772,73.246,264.65,1932.81,2963.34,0,3,23,93,1,PENDING,REJECTED,95.0,dataset nhidcl.csv
PRJ_MST_1429,Power Grid Line Project #429 (Maharashtra),Central Division,MAHARASHTRA,19.0163,73.6732,248.67,2953.12,4398.65,1,2,26,107,0,APPROVED,APPROVED,59.32,dataset nhidcl.csv
PRJ_MST_1430,Urban Transit Corridor Project #430 (Maharashtra),Central Division,MAHARASHTRA,18.7118,73.4107,143.65,1221.29,1554.42,3,1,19,111,0,APPROVED,APPROVED,63.29,dataset nhidcl.csv
PRJ_MST_1431,Industrial Zone Project #431 (Maharashtra),Central Division,MAHARASHTRA,18.2265,73.6739,78.19,761.4,1277.4,4,2,24,100,0,APPROVED,APPROVED,77.23,dataset nhidcl.csv
PRJ_MST_1432,Bulk Water Pipeline Project #432 (Maharashtra),Central Division,MAHARASHTRA,19.3839,74.1665,76.33,874.23,1254.36,3,3,1,62,0,REJECTED,PENDING,79.83,dataset nhidcl.csv
PRJ_MST_1433,Highway Project #433 (Maharashtra),Central Division,MAHARASHTRA,19.7405,73.5339,347.77,3566.08,4587.71,4,1,8,83,0,APPROVED,PENDING,64.2,dataset nhidcl.csv
PRJ_MST_1434,Freight Corridor Project #434 (Maharashtra),Central Division,MAHARASHTRA,18.2521,74.3537,74.13,631.73,831.48,3,3,27,24,1,APPROVED,APPROVED,78.72,dataset nhidcl.csv
PRJ_MST_1435,Power Grid Line Project #435 (Maharashtra),Central Division,MAHARASHTRA,19.8949,73.0216,298.08,3354.33,5539.09,4,1,2,11,0,APPROVED,APPROVED,43.0,dataset nhidcl.csv
PRJ_MST_1436,Urban Transit Corridor Project #436 (Maharashtra),Central Division,MAHARASHTRA,18.2423,74.7435,276.77,2973.52,4016.55,5,1,19,20,0,PENDING,PENDING,87.51,dataset nhidcl.csv
PRJ_MST_1437,Industrial Zone Project #437 (Maharashtra),Central Division,MAHARASHTRA,18.296,73.7522,205.72,2323.7,3209.11,7,1,5,24,0,PENDING,APPROVED,72.7,dataset nhidcl.csv
PRJ_MST_1438,Bulk Water Pipeline Project #438 (Rajasthan),GORDHAN RAM,RAJASTHAN,20.3412,77.1296,295.5,2701.25,4090.09,2,6,32,10,0,APPROVED,PENDING,82.78,datafile parivesh.nic.in.csv
PRJ_MST_1439,Highway Project #439 (Nan),,NAN,22.892,80.5561,54.58,537.58,883.18,1,6,0,63,0,PENDING,PENDING,69.68,datafile parivesh.nic.in.csv
PRJ_MST_1440,Freight Corridor Project #440 (Rajasthan),rajendra,RAJASTHAN,24.6495,78.9502,265.73,3057.14,5032.41,1,1,36,72,0,REJECTED,APPROVED,89.23,datafile parivesh.nic.in.csv
PRJ_MST_1441,Power Grid Line Project #441 (Nan),,NAN,22.0368,77.0428,138.97,1356.54,2293.73,2,5,5,49,0,PENDING,APPROVED,60.87,datafile parivesh.nic.in.csv
PRJ_MST_1442,Urban Transit Corridor Project #442 (Rajasthan),KIRAN DEVI,RAJASTHAN,20.0607,77.4458,138.57,1606.94,2247.77,0,4,33,61,0,APPROVED,REJECTED,87.09,datafile parivesh.nic.in.csv
PRJ_MST_1443,Industrial Zone Project #443 (Nan),,NAN,20.5671,81.5346,221.05,1546.02,2575.57,2,3,14,88,0,PENDING,APPROVED,73.48,datafile parivesh.nic.in.csv
PRJ_MST_1444,Bulk Water Pipeline Project #444 (Bihar),AJAY KUMAR,BIHAR,25.5355,85.1777,149.95,1399.02,1722.57,2,2,25,98,0,APPROVED,APPROVED,66.43,datafile parivesh.nic.in.csv
PRJ_MST_1445,Highway Project #445 (Nan),,NAN,21.7093,77.5473,154.99,1378.38,2249.73,4,2,13,115,1,PENDING,PENDING,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1446,Freight Corridor Project #446 (Tamil Nadu),ARULMIGU SUBRAMANIYA SWAMY THIRUKOIL,TAMIL NADU,10.7462,78.5405,188.27,1591.19,2645.01,2,0,6,95,0,APPROVED,REJECTED,63.03,datafile parivesh.nic.in.csv
PRJ_MST_1447,Power Grid Line Project #447 (Nan),,NAN,18.4628,75.5639,254.35,2659.4,3674.98,1,2,30,48,0,PENDING,REJECTED,86.86,datafile parivesh.nic.in.csv
PRJ_MST_1448,Urban Transit Corridor Project #448 (Maharashtra),SURAJ INFRA,MAHARASHTRA,19.3311,74.1824,336.97,2732.39,3399.6,2,2,23,13,0,PENDING,PENDING,75.81,datafile parivesh.nic.in.csv
PRJ_MST_1449,Industrial Zone Project #449 (Nan),,NAN,22.0075,78.1273,170.68,1576.65,2161.75,4,2,30,0,0,PENDING,APPROVED,76.37,datafile parivesh.nic.in.csv
PRJ_MST_1450,Bulk Water Pipeline Project #450 (Maharashtra),DIVYADRISHTI BUILDCON PRIVATE LIMITED,MAHARASHTRA,18.9511,72.9018,161.13,1453.19,2447.21,7,1,28,80,1,PENDING,APPROVED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1451,Highway Project #451 (Nan),,NAN,18.9814,78.5574,57.44,684.75,960.51,0,2,31,24,1,PENDING,PENDING,87.99,datafile parivesh.nic.in.csv
PRJ_MST_1452,Freight Corridor Project #452 (Maharashtra),SAICON CONSTRUCTIONS & INFRA LLP,MAHARASHTRA,19.8847,73.464,91.91,621.07,969.96,6,4,16,58,0,APPROVED,PENDING,83.23,datafile parivesh.nic.in.csv
PRJ_MST_1453,Power Grid Line Project #453 (Nan),,NAN,20.7906,75.3886,335.97,3466.11,4915.63,6,4,13,71,0,PENDING,APPROVED,87.16,datafile parivesh.nic.in.csv
PRJ_MST_1454,Urban Transit Corridor Project #454 (Karnataka),RANJITPURA INFRASTRUCTURE PRIVATE LIMITED,KARNATAKA,19.0763,78.2196,331.31,2593.3,3236.46,3,4,35,68,0,APPROVED,REJECTED,94.86,datafile parivesh.nic.in.csv
PRJ_MST_1455,Industrial Zone Project #455 (Nan),,NAN,23.6017,80.6557,311.0,3218.66,4655.3,4,3,23,4,0,PENDING,APPROVED,71.82,datafile parivesh.nic.in.csv
PRJ_MST_1456,Bulk Water Pipeline Project #456 (Rajasthan),rishabh jain,RAJASTHAN,22.616,75.0309,233.32,1946.05,2813.87,7,2,26,104,0,APPROVED,APPROVED,84.32,datafile parivesh.nic.in.csv
PRJ_MST_1457,Highway Project #457 (Nan),,NAN,24.3848,78.6219,90.56,986.94,1467.94,3,2,24,98,1,PENDING,APPROVED,94.91,datafile parivesh.nic.in.csv
PRJ_MST_1458,Freight Corridor Project #458 (Maharashtra),PLATINUM BUILDCON PRIVATE LIMITED,MAHARASHTRA,19.8742,73.3317,230.15,2000.05,2964.37,2,0,31,18,1,APPROVED,APPROVED,66.36,datafile parivesh.nic.in.csv
PRJ_MST_1459,Power Grid Line Project #459 (Nan),,NAN,25.5868,79.8393,65.92,517.5,794.2,4,2,17,22,1,PENDING,APPROVED,85.08,datafile parivesh.nic.in.csv
PRJ_MST_1460,Urban Transit Corridor Project #460 (Madhya Pradesh),SHRI ORCHA DHEESH SARKAR sTONES,MADHYA PRADESH,22.2941,84.8938,171.37,1462.24,2348.62,0,4,17,8,1,APPROVED,APPROVED,59.86,datafile parivesh.nic.in.csv
PRJ_MST_1461,Industrial Zone Project #461 (Nan),,NAN,19.7123,76.3451,308.37,2932.52,4952.2,5,2,36,117,0,PENDING,APPROVED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1462,Bulk Water Pipeline Project #462 (Rajasthan),kanheya lal dhaker,RAJASTHAN,21.9954,83.4671,105.29,1012.97,1297.2,1,6,25,93,0,PENDING,PENDING,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1463,Highway Project #463 (Nan),,NAN,24.6556,78.9565,239.4,1652.78,2604.55,5,2,8,49,0,PENDING,PENDING,76.98,datafile parivesh.nic.in.csv
PRJ_MST_1464,Freight Corridor Project #464 (Uttarakhand),CONSTRUCTION DIVISION PWD ALMORA,UTTARAKHAND,25.2524,78.1176,304.68,2462.27,3056.07,4,2,34,15,0,PENDING,PENDING,88.9,datafile parivesh.nic.in.csv
PRJ_MST_1465,Power Grid Line Project #465 (Nan),,NAN,25.1405,76.0654,69.12,482.69,725.19,1,0,7,32,0,PENDING,REJECTED,64.51,datafile parivesh.nic.in.csv
PRJ_MST_1466,Urban Transit Corridor Project #466 (Nan),,NAN,23.1196,82.2533,205.77,2143.82,3051.12,7,0,19,1,1,PENDING,APPROVED,94.44,datafile parivesh.nic.in.csv
PRJ_MST_1467,Industrial Zone Project #467 (Karnataka),SHIVAPUTRA B SANKRATTI,KARNATAKA,25.9236,82.4178,72.52,521.17,866.67,4,5,21,13,1,APPROVED,APPROVED,82.18,datafile parivesh.nic.in.csv
PRJ_MST_1468,Bulk Water Pipeline Project #468 (Nan),,NAN,24.373,80.4031,77.06,848.78,1289.97,6,3,18,109,1,PENDING,REJECTED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1469,Highway Project #469 (Punjab),harkinder singh grewal,PUNJAB,18.2664,81.79,54.33,465.2,675.46,6,3,29,0,1,PENDING,APPROVED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1470,Freight Corridor Project #470 (Nan),,NAN,21.201,80.227,86.97,835.36,1121.61,4,0,27,89,1,PENDING,REJECTED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1471,Power Grid Line Project #471 (Madhya Pradesh),JIO DIGITAL FIBRE PRIVATE LTD,MADHYA PRADESH,23.0693,80.7984,170.21,1413.79,1928.91,2,2,34,57,0,PENDING,APPROVED,77.81,datafile parivesh.nic.in.csv
PRJ_MST_1472,Urban Transit Corridor Project #472 (Nan),,NAN,23.7108,76.0418,282.21,2698.75,4393.96,4,2,10,88,1,PENDING,REJECTED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1473,Industrial Zone Project #473 (Nan),,NAN,22.3684,77.01,346.97,3992.41,5291.79,4,2,30,15,0,PENDING,APPROVED,80.7,datafile parivesh.nic.in.csv
PRJ_MST_1474,Bulk Water Pipeline Project #474 (Rajasthan),ANKIT MITTAL,RAJASTHAN,23.3924,84.5686,285.66,1951.95,2779.35,2,1,35,78,0,REJECTED,REJECTED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1475,Highway Project #475 (Nan),,NAN,21.8395,77.0989,144.55,1536.56,2400.17,7,0,29,89,1,PENDING,PENDING,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1476,Freight Corridor Project #476 (Andhra Pradesh),KRISHNAVENI,ANDHRA PRADESH,20.6082,82.5197,190.19,1900.24,2557.87,5,4,22,46,1,APPROVED,REJECTED,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1477,Power Grid Line Project #477 (Nan),,NAN,19.3019,84.1787,39.44,332.67,531.17,3,3,18,43,0,PENDING,APPROVED,76.28,datafile parivesh.nic.in.csv
PRJ_MST_1478,Urban Transit Corridor Project #478 (Tamil Nadu),DANBLOCK BRAKES INDIA PRIVATE LIMITED,TAMIL NADU,11.3106,78.8241,254.66,3011.76,4037.04,3,3,11,79,0,PENDING,PENDING,76.03,datafile parivesh.nic.in.csv
PRJ_MST_1479,Industrial Zone Project #479 (Nan),,NAN,23.4229,81.0873,43.93,472.41,685.37,2,7,14,13,0,PENDING,REJECTED,90.17,datafile parivesh.nic.in.csv
PRJ_MST_1480,Bulk Water Pipeline Project #480 (Rajasthan),bajrang sharma,RAJASTHAN,24.8729,76.6021,311.26,2154.82,3275.94,3,2,30,92,0,PENDING,PENDING,90.61,datafile parivesh.nic.in.csv
PRJ_MST_1481,Highway Project #481 (Nan),,NAN,19.7473,79.9798,259.6,2271.85,3060.33,5,3,36,23,1,PENDING,PENDING,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1482,Freight Corridor Project #482 (Chhattisgarh),durgacharan barik,CHHATTISGARH,19.0047,79.367,295.01,3030.11,4684.24,6,2,36,110,0,REJECTED,PENDING,95.0,datafile parivesh.nic.in.csv
PRJ_MST_1483,Power Grid Line Project #483 (Nan),,NAN,21.6306,80.0398,254.38,2935.07,4567.23,7,2,14,54,0,PENDING,APPROVED,85.56,datafile parivesh.nic.in.csv
PRJ_MST_1484,Urban Transit Corridor Project #484 (Madhya Pradesh),BHARTI AIRTEL LIMITED,MADHYA PRADESH,18.7816,76.5521,250.15,2766.21,3905.59,0,4,28,14,0,PENDING,PENDING,77.17,datafile parivesh.nic.in.csv
PRJ_MST_1485,Industrial Zone Project #485 (Nan),,NAN,20.3654,83.6091,326.93,3837.87,5590.25,1,7,25,82,0,PENDING,PENDING,86.78,datafile parivesh.nic.in.csv
PRJ_MST_1486,Bulk Water Pipeline Project #486 (Nan),,NAN,20.4741,80.2679,310.95,2402.1,3033.03,5,2,1,71,0,PENDING,REJECTED,81.25,datafile parivesh.nic.in.csv
PRJ_MST_1487,Highway Project #487 (Rajasthan),gumna ram,RAJASTHAN,19.0002,76.6224,51.34,567.12,721.07,0,5,19,33,1,REJECTED,APPROVED,86.82,datafile parivesh.nic.in.csv
PRJ_MST_1488,Freight Corridor Project #488 (Nan),,NAN,22.027,77.7096,170.64,1302.92,2067.96,2,3,14,1,0,PENDING,APPROVED,57.67,datafile parivesh.nic.in.csv
PRJ_MST_1489,Power Grid Line Project #489 (Rajasthan),ANIL PODDAR,RAJASTHAN,24.5157,79.5799,182.6,1438.78,1781.1,3,3,3,26,0,APPROVED,REJECTED,61.64,datafile parivesh.nic.in.csv
PRJ_MST_1490,Urban Transit Corridor Project #490 (Nan),,NAN,23.1275,81.5866,55.96,560.94,746.53,3,1,21,73,0,PENDING,REJECTED,90.83,datafile parivesh.nic.in.csv
PRJ_MST_1491,Industrial Zone Project #491 (Uttarakhand),UTTARAKHAND PAYJAL SANSADHAN VIKAS AVAM NIRMAN NIGAM,UTTARAKHAND,21.9272,79.4953,70.73,515.75,718.5,0,3,22,98,0,PENDING,APPROVED,63.96,datafile parivesh.nic.in.csv
